"CRIM","ZN","INDUS","NOX","RM","AGE","DIS","RAD","TAX","PTRATIO","B","LSTAT","MEDV"
-0.41986149628963,0.286697002216485,-1.29137669651373,-0.144291300300101,0.417005708146646,-0.121129713984112,0.140344933976327,-0.98255536384751,-0.667696215766443,-1.4573570307384,0.441157757437477,-1.07762778679603,0.16248177558786
-0.41742322310637,-0.485173023260235,-0.597155226519386,-0.739865851788833,0.19784342901953,0.364885437787088,0.557009948449278,-0.867776169134812,-0.988280506469185,-0.30253578049781,0.441157757437477,-0.494760346063931,-0.0984171643485371
-0.417425546377626,-0.485173023260235,-0.597155226519386,-0.739865851788833,1.28511603455925,-0.266579503930237,0.557009948449278,-0.867776169134812,-0.988280506469185,-0.30253578049781,0.396612162814923,-1.2107345340786,1.32565621613763
-0.416835435478581,-0.485173023260235,-1.3103365265766,-0.834812519417471,1.01899040990489,-0.809355549338949,1.07723552973913,-0.752996974422114,-1.10701542895168,0.113199869588801,0.416312917193448,-1.36345701253966,1.18433595700541
-0.412574555994922,-0.485173023260235,-1.3103365265766,-0.834812519417471,1.23103703061879,-0.511360857742009,1.07723552973913,-0.752996974422114,-1.10701542895168,0.113199869588801,0.441157757437477,-1.02858845884982,1.48871805359788
-0.417128167656847,-0.485173023260235,-1.3103365265766,-0.834812519417471,0.210651614163322,-0.351720844386506,1.07723552973913,-0.752996974422114,-1.10701542895168,0.113199869588801,0.410731036786199,-1.04540194271709,0.673408866296637
-0.410339569046569,0.0508478277652648,-0.480479349209413,-0.265132513645641,-0.384217429181708,-0.0714639320512888,0.838903711518767,-0.523438584996719,-0.578645023904571,-1.50354988074802,0.426929434830765,-0.0337906633695555,0.0429030947836776
-0.403804207003203,0.0508478277652648,-0.480479349209413,-0.265132513645641,-0.15651635995873,0.975065044390345,1.02417261545726,-0.523438584996719,-0.578645023904571,-1.50354988074802,0.441157757437477,0.907764433197681,0.499476239672373
-0.39605725899979,0.0508478277652648,-0.480479349209413,-0.265132513645641,-0.926430600268922,1.11341972263178,1.08668899432471,-0.523438584996719,-0.578645023904571,-1.50354988074802,0.328754008844448,2.41817573394096,-0.652827411713381
-0.400843197787324,0.0508478277652648,-0.480479349209413,-0.265132513645641,-0.395602482642857,0.613214347451204,1.32896371485966,-0.523438584996719,-0.578645023904571,-1.50354988074802,0.329629597927938,0.62053408379845,-0.391928471776984
-0.394471626367512,0.0508478277652648,-0.480479349209413,-0.265132513645641,0.13522563498321,0.911209039048143,1.2123868199199,-0.523438584996719,-0.578645023904571,-1.50354988074802,0.393219255116399,1.08991050842646,-0.815889249173629
-0.406949916283942,0.0508478277652648,-0.480479349209413,-0.265132513645641,-0.388486824229637,0.506787671880868,1.15538100332344,-0.523438584996719,-0.578645023904571,-1.50354988074802,0.441157757437477,0.083903723701349,-0.391928471776984
-0.409701831086773,0.0508478277652648,-0.480479349209413,-0.265132513645641,-0.559262626146871,-1.05058934729838,0.786838399027334,-0.523438584996719,-0.578645023904571,-1.50354988074802,0.371110630758277,0.425777895669215,-0.0875463751845208
-0.347440484694968,-0.485173023260235,-0.441101240617297,-0.144291300300101,-0.473874725188255,-0.241746612963826,0.433687365212272,-0.638217779709417,-0.60239200840107,1.17563541981014,0.441157757437477,-0.61805922775726,-0.228866634316736
-0.346487943479974,-0.485173023260235,-0.441101240617297,-0.144291300300101,-0.264674367839644,0.563548565518381,0.317015460578186,-0.638217779709417,-0.60239200840107,1.17563541981014,0.256408460821086,-0.337834496636059,-0.4680239959251
-0.347715792338814,-0.485173023260235,-0.441101240617297,-0.144291300300101,-0.63753486869227,-0.429767073138085,0.33444973948727,-0.638217779709417,-0.60239200840107,1.17563541981014,0.427148332101637,-0.588635630989534,-0.283220580136819
-0.298167386260303,-0.485173023260235,-0.441101240617297,-0.144291300300101,-0.493798568745266,-1.39470226497579,0.33444973948727,-0.638217779709417,-0.60239200840107,1.17563541981014,0.331161878824046,-0.853448001899069,0.064644673111711
-0.329500184055485,-0.485173023260235,-0.441101240617297,-0.144291300300101,-0.415526326199866,0.464217001652734,0.220105572364206,-0.638217779709417,-0.60239200840107,1.17563541981014,0.330067392469683,0.28006103548619,-0.544119520073216
-0.327349996507979,-0.485173023260235,-0.441101240617297,-0.144291300300101,-1.17547864473155,-1.13573068775464,0.000918207550821839,-0.638217779709417,-0.60239200840107,1.17563541981014,-0.739902467555103,-0.1374738138844,-0.250608212644769
-0.336284136123251,-0.485173023260235,-0.441101240617297,-0.144291300300101,-0.789809958735135,0.0314151876667025,0.000918207550821839,-0.638217779709417,-0.60239200840107,1.17563541981014,0.376035819352908,-0.194919883764246,-0.4680239959251
-0.27518326372386,-0.485173023260235,-0.441101240617297,-0.144291300300101,-1.01324163291018,1.04601616143724,0.00158327541111379,-0.638217779709417,-0.60239200840107,1.17563541981014,0.21864868159558,1.169774556796,-0.968080297469861
-0.321619647954847,-0.485173023260235,-0.441101240617297,-0.144291300300101,-0.451104618265957,0.730283690578573,0.10343366773012,-0.638217779709417,-0.60239200840107,1.17563541981014,0.393328703751835,0.162366648415285,-0.315832947628868
-0.277427543757238,-0.485173023260235,-0.441101240617297,-0.144291300300101,-0.199210310438037,0.818972586887186,0.086616951834165,-0.638217779709417,-0.60239200840107,1.17563541981014,0.441157757437477,0.847516116006622,-0.794147670845596
-0.305776099623979,-0.485173023260235,-0.441101240617297,-0.144291300300101,-0.667420634027786,1.11341972263178,0.142815186028841,-0.638217779709417,-0.60239200840107,1.17563541981014,0.415327879474522,1.01004646005692,-0.870243194993712
-0.33344277537706,-0.485173023260235,-0.441101240617297,-0.144291300300101,-0.509453017254344,0.904113927343454,0.287419940795192,-0.638217779709417,-0.60239200840107,1.17563541981014,0.413029458130361,0.508444191349969,-0.75066451418953
-0.322955528927095,-0.485173023260235,-0.441101240617297,-0.144291300300101,-0.971970814113518,0.606119235746515,0.313547606735235,-0.638217779709417,-0.60239200840107,1.17563541981014,-0.581968086620593,0.537867788117695,-0.935467929977811
-0.342544190522771,-0.485173023260235,-0.441101240617297,-0.144291300300101,-0.667420634027786,0.769306804954363,0.421573629185525,-0.638217779709417,-0.60239200840107,1.17563541981014,0.222041589294103,0.299676766664674,-0.641956622549364
-0.309570001585165,-0.485173023260235,-0.441101240617297,-0.144291300300101,-0.334407820289181,0.716093467169195,0.31297754856927,-0.638217779709417,-0.60239200840107,1.17563541981014,-0.549571290531463,0.645754309599358,-0.837630827501662
-0.33080237759452,-0.485173023260235,-0.441101240617297,-0.144291300300101,0.303155173535157,0.914756594900488,0.313595111582399,-0.638217779709417,-0.60239200840107,1.17563541981014,0.343091780086597,0.0180509118878669,-0.446282417597067
-0.304147486473464,-0.485173023260235,-0.441101240617297,-0.144291300300101,0.557895744728363,0.662880129384027,0.211127156250264,-0.638217779709417,-0.60239200840107,1.17563541981014,0.258706882165248,-0.0968412278718257,-0.163641899332637
-0.289236731551915,-0.485173023260235,-0.441101240617297,-0.144291300300101,-0.809733802292146,0.904113927343454,0.208276865420441,-0.638217779709417,-0.60239200840107,1.17563541981014,0.0391529194801289,1.39115209438175,-1.06591739994601
-0.263226548204422,-0.485173023260235,-0.441101240617297,-0.144291300300101,-0.29882952822309,1.11341972263178,0.180724054065486,-0.638217779709417,-0.60239200840107,1.17563541981014,0.22039985976256,0.0516778796224108,-0.870243194993712
-0.259361786469926,-0.485173023260235,-0.441101240617297,-0.144291300300101,-0.472451593505611,0.474859669209768,0.0928400868126118,-0.638217779709417,-0.60239200840107,1.17563541981014,-1.35708332278012,2.10712628239642,-1.01156345412593
-0.286807751453678,-0.485173023260235,-0.441101240617297,-0.144291300300101,-0.82681138248387,0.936041930014555,-0.00349974323540376,-0.638217779709417,-0.60239200840107,1.17563541981014,0.0238301105190535,0.795674540749201,-1.02243424328994
-0.233244732644653,-0.485173023260235,-0.441101240617297,-0.144291300300101,-0.264674367839644,1.0034454912091,-0.0165160713582619,-0.638217779709417,-0.60239200840107,1.17563541981014,-1.18513951650977,1.0744981482148,-0.978951086633877
-0.413141434181406,-0.485173023260235,-0.759043006286975,-0.480920394619819,-0.496644832110552,-0.0147030384137761,-0.206297935777306,-0.523438584996719,-0.768620899876566,0.344164119636919,0.441157757437477,-0.419099668661207,-0.391928471776984
-0.40927667244691,-0.485173023260235,-0.759043006286975,-0.480920394619819,-0.627572946913764,-0.255936836373204,-0.197937082676492,-0.523438584996719,-0.768620899876566,0.344164119636919,0.229484096503768,-0.176705276241368,-0.272349790972802
-0.411286302083423,-0.485173023260235,-0.759043006286975,-0.480920394619819,-0.614764761769972,-0.961900450989763,0.0663323820952584,-0.523438584996719,-0.768620899876566,0.344164119636919,0.441157757437477,-0.546601921321354,-0.163641899332637
-0.400261218337675,-0.485173023260235,-0.759043006286975,-0.480920394619819,-0.449681486583313,-1.36277426230469,0.0250506699099895,-0.523438584996719,-0.768620899876566,0.344164119636919,0.403179080941098,-0.356049104158937,0.238577299735975
-0.417386050766273,2.73095208289276,-1.19803599466575,-1.09375797658648,0.445468341799517,-1.66076895390163,0.763180985139804,-0.752996974422114,-0.928913045227936,-0.0715715304496921,0.427257780737073,-1.17010194806603,0.901695438740985
-0.416693715931959,2.73095208289276,-1.19803599466575,-1.09375797658648,1.05599183365363,-1.8736223050423,0.763180985139804,-0.752996974422114,-0.928913045227936,-0.0715715304496921,0.427148332101637,-1.49796488347783,1.34739779446566
